1059954273	20220824	202208	2022	2022.6411	BGD	DHAKA	BGD								COP	POLICE						COP			0	114	114	11	3	-2.0	4	1	4	-5.75757575757576	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954274	20220824	202208	2022	2022.6411	BGD	DHAKA	BGD								COP	POLICE						COP			0	114	114	11	3	-2.0	3	1	3	-5.75757575757576	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Anjuna, Goa, India	IN	IN33	70122	15.5833	73.7333	-2088938	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954275	20220824	202208	2022	2022.6411	BGD	DHAKA	BGD								COP	POLICE						COP			0	190	190	19	4	-10.0	2	1	2	-5.75757575757576	4	Anjuna, Goa, India	IN	IN33	70122	15.5833	73.7333	-2088938	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Anjuna, Goa, India	IN	IN33	70122	15.5833	73.7333	-2088938	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954276	20220824	202208	2022	2022.6411	BGD	DHAKA	BGD								COP	POLICE						COP			0	190	190	19	4	-10.0	8	1	8	-5.75757575757576	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Anjuna, Goa, India	IN	IN33	70122	15.5833	73.7333	-2088938	4	Anjuna, Goa, India	IN	IN33	70122	15.5833	73.7333	-2088938	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954277	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								ARE	UNITED ARAB EMIRATES	ARE								0	030	030	03	1	4.0	1	1	1	-0.45662100456621	1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954278	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								ARE	UNITED ARAB EMIRATES	ARE								0	030	030	03	1	4.0	4	1	4	-0.45662100456621	1	Bahrain	BA	BA		26	50.5	BA	1	United Arab Emirates	AE	AE		24	54	AE	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954279	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								ARE	UNITED ARAB EMIRATES	ARE								0	050	050	05	1	3.5	1	1	1	-0.45662100456621	1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954280	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								ARE	UNITED ARAB EMIRATES	ARE								0	050	050	05	1	3.5	4	1	4	-0.45662100456621	1	Bahrain	BA	BA		26	50.5	BA	1	United Arab Emirates	AE	AE		24	54	AE	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954281	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								ISR	ISRAEL	ISR								0	050	050	05	1	3.5	1	1	1	-0.45662100456621	1	United Arab Emirates	AE	AE		24	54	AE	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954282	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								ISR	ISRAEL	ISR								0	050	050	05	1	3.5	4	1	4	-0.45662100456621	1	Bahrain	BA	BA		26	50.5	BA	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954283	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								MAR	MOROCCO	MAR								0	030	030	03	1	4.0	1	1	1	-0.45662100456621	1	United Arab Emirates	AE	AE		24	54	AE	1	Sudan	SU	SU		16	30	SU	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954284	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								MAR	MOROCCO	MAR								0	030	030	03	1	4.0	4	1	4	-0.45662100456621	1	Bahrain	BA	BA		26	50.5	BA	1	Morocco	MO	MO		32	-5	MO	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954285	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								MAR	MOROCCO	MAR								0	050	050	05	1	3.5	1	1	1	-0.45662100456621	1	United Arab Emirates	AE	AE		24	54	AE	1	Sudan	SU	SU		16	30	SU	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954286	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								MAR	MOROCCO	MAR								0	050	050	05	1	3.5	4	1	4	-0.45662100456621	1	Bahrain	BA	BA		26	50.5	BA	1	Morocco	MO	MO		32	-5	MO	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954287	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								SDN	SUDAN	SDN								0	030	030	03	1	4.0	1	1	1	-0.45662100456621	1	United Arab Emirates	AE	AE		24	54	AE	1	Bahrain	BA	BA		26	50.5	BA	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954288	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								SDN	SUDAN	SDN								0	030	030	03	1	4.0	4	1	4	-0.45662100456621	1	Bahrain	BA	BA		26	50.5	BA	1	Sudan	SU	SU		16	30	SU	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954289	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								SDN	SUDAN	SDN								0	050	050	05	1	3.5	1	1	1	-0.45662100456621	1	United Arab Emirates	AE	AE		24	54	AE	1	Bahrain	BA	BA		26	50.5	BA	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954290	20220824	202208	2022	2022.6411	BHR	BAHRAIN	BHR								SDN	SUDAN	SDN								0	050	050	05	1	3.5	4	1	4	-0.45662100456621	1	Bahrain	BA	BA		26	50.5	BA	1	Sudan	SU	SU		16	30	SU	1	Morocco	MO	MO		32	-5	MO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954291	20220824	202208	2022	2022.6411	BLZ	BELIZE	BLZ																		0	010	010	01	1	0.0	4	1	4	-6.69398907103825	1	Belize	BH	BH		17.25	-88.75	BH	0								1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954292	20220824	202208	2022	2022.6411	BLZ	BELIZE	BLZ																		1	013	013	01	1	0.4	4	1	4	-6.69398907103825	1	Belize	BH	BH		17.25	-88.75	BH	0								1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954293	20220824	202208	2022	2022.6411	BLZ	BELIZE	BLZ																		0	020	020	02	1	3.0	4	1	4	-6.69398907103825	1	Belize	BH	BH		17.25	-88.75	BH	0								1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954294	20220824	202208	2022	2022.6411	BLZ	BELIZE	BLZ																		1	043	043	04	1	2.8	1	1	1	-6.69398907103825	1	Belize	BH	BH		17.25	-88.75	BH	0								1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954295	20220824	202208	2022	2022.6411	BLZGOV	BELIZE	BLZ					GOV													1	043	043	04	1	2.8	1	1	1	-6.69398907103825	1	Belize	BH	BH		17.25	-88.75	BH	0								1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954296	20220824	202208	2022	2022.6411	BUS	COMPANY						BUS													1	010	010	01	1	0.0	5	1	5	4.76190476190476	1	Cambodia	CB	CB		13	105	CB	0								1	Cambodia	CB	CB		13	105	CB	20220824103000	https://www.european-rubber-journal.com/article/2091959/general-science-to-complete-cambodia-tire-factory-ramp-up-thai-production
1059954297	20220824	202208	2022	2022.6411	BUS	LANDLORD						BUS													0	010	010	01	1	0.0	10	1	10	0.57306590257879	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220824103000	https://news.yahoo.com/nh-election-2022-marjorie-smith-090147512.html
1059954298	20220824	202208	2022	2022.6411	BUS	INDUSTRY						BUS													1	013	013	01	1	0.4	20	1	20	1.20967741935484	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20220824103000	https://www.prnewswire.com/news-releases/usd-28-22-billion-growth-in-luxury-cosmetics-market-size-with-51-contribution-from-apac-and-highest-share-from-organic-cosmetics---technavio-301610507.html
1059954299	20220824	202208	2022	2022.6411	BUS	INVESTOR						BUS													0	016	016	01	1	-2.0	10	1	10	-4.40917107583774	4	Grand Bassa, Grand Bassa, Liberia	LI	LI11	147175	5.88083	-10.0467	-2130737	0								4	Grand Bassa, Grand Bassa, Liberia	LI	LI11	147175	5.88083	-10.0467	-2130737	20220824103000	https://allafrica.com/stories/202208240195.html
1059954300	20220824	202208	2022	2022.6411	BUS	COMPANIES						BUS													0	020	020	02	1	3.0	10	1	10	-2.46305418719212	1	Norway	NO	NO		62	10	NO	0								1	Norway	NO	NO		62	10	NO	20220824103000	https://www.northwestgeorgianews.com/tribune/regional/top-u-s-cruise-lines-set-to-allow-passengers-without-covid-19-shots-on-most/article_b7325118-7f72-56e6-a564-804c3850e0b2.html
1059954301	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS													0	030	030	03	1	4.0	10	1	10	-2.46305418719212	1	Norway	NO	NO		62	10	NO	0								1	Norway	NO	NO		62	10	NO	20220824103000	https://www.northwestgeorgianews.com/tribune/regional/top-u-s-cruise-lines-set-to-allow-passengers-without-covid-19-shots-on-most/article_b7325118-7f72-56e6-a564-804c3850e0b2.html
1059954302	20220824	202208	2022	2022.6411	BUS	COMPANIES						BUS													0	031	031	03	1	5.2	5	1	5	-3.01941049604601	4	Grand Bassa, Grand Bassa, Liberia	LI	LI11	147175	5.88083	-10.0467	-2130737	0								4	Grand Bassa, Grand Bassa, Liberia	LI	LI11	147175	5.88083	-10.0467	-2130737	20220824103000	https://allafrica.com/stories/202208240197.html
1059954303	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS													1	0311	031	03	1	5.2	10	1	10	-6.28019323671498	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20220824103000	https://www.professionaljeweller.com/are-russian-diamonds-starting-to-move-again/
1059954304	20220824	202208	2022	2022.6411	BUS	COMPANY						BUS													0	036	036	03	1	4.0	15	1	10	2.04081632653061	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20220824103000	https://economictimes.indiatimes.com/industry/renewables/with-an-eye-on-luxury-ev-market-leadership-mercedes-benz-to-bring-3-new-cars-in-3-months/articleshow/93751948.cms
1059954305	20220824	202208	2022	2022.6411	BUS	BANK						BUS													1	036	036	03	1	4.0	10	1	10	-3.75722543352601	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220824103000	https://www.9news.com.au/national/major-banks-repay-customers-nearly-4-billion-dollars/d9165592-b685-4258-bfad-ff2a87daba72
1059954306	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS													0	042	042	04	1	1.9	5	1	5	-1.89456342668864	4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	0								4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	20220824103000	https://www.china-briefing.com/news/compliance-with-chinas-advertising-laws-common-pitfalls-and-red-flags/
1059954307	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS													0	051	051	05	1	3.4	10	1	10	-2.46305418719212	1	Norway	NO	NO		62	10	NO	0								1	Norway	NO	NO		62	10	NO	20220824103000	https://www.northwestgeorgianews.com/tribune/regional/top-u-s-cruise-lines-set-to-allow-passengers-without-covid-19-shots-on-most/article_b7325118-7f72-56e6-a564-804c3850e0b2.html
1059954308	20220824	202208	2022	2022.6411	BUS	COMPANY						BUS													0	090	090	09	2	-2.0	10	1	10	-1.89456342668864	4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	0								4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	20220824103000	https://www.china-briefing.com/news/compliance-with-chinas-advertising-laws-common-pitfalls-and-red-flags/
1059954309	20220824	202208	2022	2022.6411	BUS	BANK						BUS													1	090	090	09	2	-2.0	10	1	10	-3.75722543352601	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220824103000	https://www.9news.com.au/national/major-banks-repay-customers-nearly-4-billion-dollars/d9165592-b685-4258-bfad-ff2a87daba72
1059954310	20220824	202208	2022	2022.6411	BUS	COMPANY						BUS													0	130	130	13	3	-4.4	3	1	3	2.31362467866324	4	Crieff, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.3667	-3.83333	-2593624	0								4	Crieff, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.3667	-3.83333	-2593624	20220824103000	https://www.heraldscotland.com/business_hq/20736942.banking-giant-launches-biggest-ever-graduate-recruitment-drive-glasgow/
1059954311	20220824	202208	2022	2022.6411	BUS	COMPANIES						BUS													1	141	141	14	3	-6.5	8	1	8	-0.58754406580493	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								1	Thailand	TH	TH		15	100	TH	20220824103000	https://www.finanznachrichten.de/nachrichten-2022-08/56885585-sanotize-research-development-corp-sanotize-announces-dollar-24-million-in-series-b-funding-to-advance-its-nitric-oxide-based-therapeutics-including-na-004.htm
1059954312	20220824	202208	2022	2022.6411	BUS	COMPANIES						BUS													1	141	141	14	3	-6.5	2	1	2	-0.58754406580493	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20220824103000	https://www.finanznachrichten.de/nachrichten-2022-08/56885585-sanotize-research-development-corp-sanotize-announces-dollar-24-million-in-series-b-funding-to-advance-its-nitric-oxide-based-therapeutics-including-na-004.htm
1059954313	20220824	202208	2022	2022.6411	BUS	PRODUCER						BUS													1	173	173	17	4	-5.0	10	1	10	-0.58737151248164	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220824103000	https://www.afr.com/companies/energy/windfall-profit-tax-would-solve-gas-crisis-grattan-20220824-p5bcce
1059954314	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS			AUS	AUSTRALIA	AUS								0	190	190	19	4	-10.0	5	1	5	1.95865070729053	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824103000	https://www.afr.com/work-and-careers/workplace/unions-push-for-sector-wide-bargaining-rights-20220824-p5bcg0
1059954315	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS			CRM	GANG						CRM			1	043	043	04	1	2.8	2	1	2	-3.37078651685393	4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	20220824103000	https://www.sundayworld.com/crime/irish-crime/brave-una-93-back-behind-shop-counter-as-gardai-step-up-the-hunt-for-ruthless-burglary-gang/1770581170.html
1059954316	20220824	202208	2022	2022.6411	BUS	ENTREPRENEUR						BUS			GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	10	1	5	2.74599542334096	1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20220824103000	https://sarajevotimes.com/companies-from-italy-austria-and-germany-interested-in-investing-in-bih/
1059954317	20220824	202208	2022	2022.6411	BUS	ENTREPRENEUR						BUS			GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	1	1	1	2.74599542334096	1	Italy	IT	IT		42.833333	12.833333	IT	1	Austria	AU	AU		47.333333	13.333333	AU	1	Italy	IT	IT		42.833333	12.833333	IT	20220824103000	https://sarajevotimes.com/companies-from-italy-austria-and-germany-interested-in-investing-in-bih/
1059954318	20220824	202208	2022	2022.6411	BUS	ENTREPRENEUR						BUS			GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	4	1	4	2.74599542334096	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220824103000	https://sarajevotimes.com/companies-from-italy-austria-and-germany-interested-in-investing-in-bih/
1059954319	20220824	202208	2022	2022.6411	BUS	EMPLOYER						BUS			GOV	MAYOR						GOV			0	090	090	09	2	-2.0	2	1	2	2.74599542334096	1	Italy	IT	IT		42.833333	12.833333	IT	1	Austria	AU	AU		47.333333	13.333333	AU	1	Italy	IT	IT		42.833333	12.833333	IT	20220824103000	https://sarajevotimes.com/companies-from-italy-austria-and-germany-interested-in-investing-in-bih/
1059954320	20220824	202208	2022	2022.6411	BUS	EMPLOYER						BUS			GOV	MAYOR						GOV			0	090	090	09	2	-2.0	3	1	3	2.74599542334096	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220824103000	https://sarajevotimes.com/companies-from-italy-austria-and-germany-interested-in-investing-in-bih/
1059954321	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS			IDN	INDONESIAN	IDN								1	040	040	04	1	1.0	5	1	5	6.12244897959184	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824103000	https://www.prweb.com/releases/transcosmos_launches_an_english_version_of_its_5a_loyalty_diagnostics_service_website/prweb18860587.htm
1059954322	20220824	202208	2022	2022.6411	BUS	BUSINESS						BUS			IDN	INDONESIAN	IDN								1	040	040	04	1	1.0	5	1	5	6.12244897959184	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220824103000	https://www.prweb.com/releases/transcosmos_launches_an_english_version_of_its_5a_loyalty_diagnostics_service_website/prweb18860587.htm
1059954323	20220824	202208	2022	2022.6411	BUS	EMPLOYER						BUS			LAB	WORKER						LAB			1	050	050	05	1	3.5	10	1	10	1.95865070729053	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824103000	https://www.afr.com/work-and-careers/workplace/unions-push-for-sector-wide-bargaining-rights-20220824-p5bcg0
1059954324	20220824	202208	2022	2022.6411	BUS	COMPANY						BUS			RUS	MOSCOW	RUS								1	043	043	04	1	2.8	16	1	16	0	4	Sistema, Chelyabinskaya Oblast', Russia	RS	RS13	25084	53.1109	60.219	9243472	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Sistema, Chelyabinskaya Oblast', Russia	RS	RS13	25084	53.1109	60.219	9243472	20220824103000	http://www.1prime.biz/news/_Steppe_IFRS_revenue_triples_to_153_bln_rbl_in_AprilJune/0/%7B14C1E1F4-0629-41D5-BE51-5E1524246E1A%7D.uif
1059954325	20220824	202208	2022	2022.6411	BUS	COMPANY						BUS			RUSGOV	RUSSIAN	RUS					GOV			1	084	084	08	2	7.0	3	1	3	-6.28019323671498	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220824103000	https://www.professionaljeweller.com/are-russian-diamonds-starting-to-move-again/
1059954326	20220824	202208	2022	2022.6411	BUS	COMPANY						BUS			UKR	UKRAINE	UKR								1	084	084	08	2	7.0	5	1	5	-6.28019323671498	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220824103000	https://www.professionaljeweller.com/are-russian-diamonds-starting-to-move-again/
1059954327	20220824	202208	2022	2022.6411	CAN	CANADA	CAN								CRM	SMUGGLER						CRM			0	043	043	04	1	2.8	10	1	10	-2.66378689704824	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220824103000	https://www.vnews.com/border-patrol-reports-more-encounters-in-Vermont-47730065
1059954328	20220824	202208	2022	2022.6411	CAN	CANADIAN	CAN								GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	5	1	5	-2.33281493001555	4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	20220824103000	https://www.cbc.ca/news/canada/manitoba/lawsuit-cfs-indigenous-children-discrimination-1.6559658
1059954329	20220824	202208	2022	2022.6411	CAN	CANADIAN	CAN								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	5	1	5	-2.33281493001555	4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	20220824103000	https://www.cbc.ca/news/canada/manitoba/lawsuit-cfs-indigenous-children-discrimination-1.6559658
1059954330	20220824	202208	2022	2022.6411	CHN	CHINA	CHN																		1	036	036	03	1	4.0	4	1	4	3.43980343980344	4	Yantai, Shandong, China	CH	CH25	13327	37.5333	121.4	-1935855	0								4	Yantai, Shandong, China	CH	CH25	13327	37.5333	121.4	-1935855	20220824103000	https://renews.biz/80007/van-oord-invests-in-jack-up-power-system/
